db_question_ids,imported_in_current_db,grade,source_lesson,source_url,source_question_number,matched_lesson_id,matched_chapter,matched_lesson,match_score,risk_flags,correct_answer,text,choices
111,true,1,"Trắc nghiệm Bài 1: Các số 0, 1, 2, 3, 4, 5",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-1-cac-so-0-1-2-3-4-5.jsp,3,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",80,ambiguous_match,A,Em hãy chọn đáp án đúng nhất Hình bên có:,A. 3 quả táo | B. 5 quả cam | C. 2 quả táo | D. 1 quả cam
111,true,1,"Trắc nghiệm Bài 1: Các số 0, 1, 2, 3, 4, 5",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-1-cac-so-0-1-2-3-4-5.jsp,4,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",80,ambiguous_match,D,Em hãy chọn đáp án đúng nhất Hình bên có:,A. 1 cục tẩy | B. 2 cái bút chì | C. 4 cục tẩy | D. 3 cái bút chì
106,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,1,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,D,Em hãy chọn đáp án đúng nhất Cách đọc số đúng là:,A. Mười | B. Sáu | C. Chín | D. Bảy
106,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,2,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,B,Em hãy chọn đáp án đúng nhất Cách đọc số đúng là:,A. Tám | B. Chín | C. Bảy | D. Mười
106,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,3,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,A,Em hãy chọn đáp án đúng nhất Cách đọc số đúng là:,A. Sáu | B. Mười | C. Bảy | D. Chín
106,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,4,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,B,Em hãy chọn đáp án đúng nhất Cách đọc số đúng là:,A. Mười | B. Tám | C. Sáu | D. Bảy
112,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,1,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,A,Em hãy chọn đáp án đúng nhất Đếm số con cá. Có bao nhiêu con cá?,A. 7 | B. 9 | C. 10 | D. 6
113,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,2,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,D,Em hãy chọn đáp án đúng nhất Đếm số quả cam. Có bao nhiêu quả cam?,A. 7 | B. 9 | C. 10 | D. 6
114,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,3,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,C,Em hãy chọn đáp án đúng nhất Đếm số con vịt. Có bao nhiêu con vịt?,A. 7 | B. 9 | C. 8 | D. 6
115,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,4,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,B,Em hãy chọn đáp án đúng nhất Đếm số cục tẩy. Có bao nhiêu cục tẩy?,A. 9 | B. 10 | C. 7 | D. 8
116,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,2,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,A,Em hãy chọn đáp án đúng nhất Hình bên giơ lên mấy ngón tay?,A. 8 | B. 9 | C. 7 | D. 10
117,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,3,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,C,Em hãy chọn đáp án đúng nhất Hình bên có bao nhiêu cái bánh?,A. 8 | B. 6 | C. 7 | D. 9
111,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,1,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,D,Em hãy chọn đáp án đúng nhất Hình bên có:,A. 6 cái bút chì màu xanh | B. 5 cái bút chì màu vàng | C. 7 cái bút chì màu vàng | D. 7 cái bút chì màu xanh
111,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,2,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,B,Em hãy chọn đáp án đúng nhất Hình bên có:,A. 6 quả lê | B. 6 quả cam | C. 5 quả táo | D. 5 quả dưa
111,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,3,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,A,Em hãy chọn đáp án đúng nhất Hình bên có:,A. 6 cái kẹo màu xanh | B. 10 cái kẹo màu hồng | C. 8 cái kẹo màu xanh | D. 7 cái kẹo màu hồng
111,true,1,"Trắc nghiệm Bài 2: Các số 6, 7, 8, 9, 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-2-cac-so-6-7-8-9-10.jsp,4,3,Chủ đề 1: Các số đến 10,"3. Các số 1, 2, 3",53,low_score|ambiguous_match,A,Em hãy chọn đáp án đúng nhất Hình bên có:,A. 7 cái bút chì | B. 7 cái cục tẩy | C. 8 cái cục tẩy | D. 8 cái bút chì
149,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,1,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Dấu trừ trong phép cộng được viết là:,A. – | B. + | C. × | D. :
150,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,2,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,D,Em hãy chọn đáp án đúng nhất Cách viết đúng của phép tính 6 trừ 2 bằng 4 là:,A. 6 + 2 = 8 | B. 6 + 1 = 7 | C. 6 – 1 = 5 | D. 6 – 2 = 4
151,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,3,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,B,Em hãy chọn đáp án đúng nhất Cách viết đúng của phép tính 9 trừ 7 bằng 2 là:,A. 9 – 2 = 7 | B. 9 – 7 = 2 | C. 9 – 3 = 6 | D. 9 – 6 = 3
152,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,4,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Cách viết đúng của phép tính 5 trừ 1 bằng 4 là:,A. 5 – 1 = 4 | B. 5 – 2 = 4 | C. 5 + 1 = 6 | D. 5 + 2 = 7
153,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,1,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,D,Em hãy chọn đáp án đúng nhất Hình trên biểu diễn phép trừ:,A. 7 – 2 = 5 | B. 6 – 2 = 4 | C. 6 + 2 = 8 | D. 8 – 2 = 6
153,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,2,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,C,Em hãy chọn đáp án đúng nhất Hình trên biểu diễn phép trừ:,A. 8 – 4 = 4 | B. 5 + 3 = 8 | C. 8 – 3 = 5 | D. 8 – 3 = 6
153,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,3,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,D,Em hãy chọn đáp án đúng nhất Hình trên biểu diễn phép trừ:,A. 7 – 2 = 4 | B. 6 – 2 = 4 | C. 7 – 1 = 6 | D. 7 – 2 = 5
153,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,4,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Hình trên biểu diễn phép trừ:,A. 6 – 2 = 4 | B. 6 – 2 = 3 | C. 6 – 1 = 5 | D. 7 – 2 = 5
154,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,1,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,C,Em hãy chọn đáp án đúng nhất Kết quả của phép tính trên là:,A. 3 | B. 1 | C. 2 | D. 4
154,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,2,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Kết quả của phép tính trên là:,A. 4 | B. 2 | C. 1 | D. 5
154,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,3,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,C,Em hãy chọn đáp án đúng nhất Kết quả của phép tính trên là:,A. 5 | B. 0 | C. 1 | D. 3
155,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,4,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Số thích hợp để điền vào ô trống là:,A. 3 | B. 5 | C. 1 | D. 6
156,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,1,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,B,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 6 – 1 là:,A. 4 | B. 5 | C. 7 | D. 3
157,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,2,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,B,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 7 – 3 là:,A. 10 | B. 4 | C. 3 | D. 5
158,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,3,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,D,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 10 – 4 là:,A. 7 | B. 5 | C. 3 | D. 6
159,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,4,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,C,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 4 – 2 là:,A. 1 | B. 3 | C. 2 | D. 6
153,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,1,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,D,Em hãy chọn đáp án đúng nhất Hình trên biểu diễn phép trừ:,A. 8 – 5 = 3 | B. 8 – 1 = 7 | C. 8 – 2 = 6 | D. 8 – 3 = 5
153,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,2,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Hình trên biểu diễn phép trừ:,A. 6 – 5 = 1 | B. 6 – 4 = 2 | C. 5 – 2 = 3 | D. 5 – 4 = 1
155,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,3,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Số thích hợp để điền vào ô trống là:,A. 4 | B. 6 | C. 5 | D. 1
155,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,4,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,C,Em hãy chọn đáp án đúng nhất Số thích hợp để điền vào ô trống là:,A. 6 | B. 5 | C. 4 | D. 2
160,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,1,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,B,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 3 – 0 là:,A. 0 | B. 3 | C. 1 | D. 2
161,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,2,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 7 – 0 là:,A. 7 | B. 3 | C. 0 | D. 5
162,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,3,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 5 – 5 là:,A. 0 | B. 1 | C. 5 | D. 2
163,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,4,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,D,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 10 – 10 là:,A. 10 | B. 2 | C. 6 | D. 0
164,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,1,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,B,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 7 – 2 là:,A. 4 | B. 5 | C. 7 | D. 3
165,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,2,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,C,Em hãy chọn đáp án đúng nhất Kết quả của phép tính 9 – 3 là:,A. 7 | B. 5 | C. 6 | D. 4
166,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,3,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,B,Em hãy chọn đáp án đúng nhất Phép tính thích hợp là:,A. 6 – 2 | B. 5 – 4 | C. 9 – 3 | D. 10 – 2
155,true,1,Trắc nghiệm Bài 11: Phép trừ trong phạm vi 10,https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-11-phep-tru-trong-pham-vi-10.jsp,4,20,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",16. Phép trừ trong phạm vi 10,60,low_score,A,Em hãy chọn đáp án đúng nhất Số thích hợp để điền vào ô trống là:,A. 4 | B. 5 | C. 6 | D. 3
167,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,1,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,B,: Em hãy chọn đáp án đúng nhất Kết quả của phép tính 4 + 2 là:,A. 5 | B. 6 | C. 7 | D. 8
168,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,2,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,D,: Em hãy chọn đáp án đúng nhất Kết quả của phép tính 2 + 7 là:,A. 6 | B. 7 | C. 8 | D. 9
169,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,3,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,A,: Em hãy chọn đáp án đúng nhất Kết quả của phép tính 0 + 4 là:,A. 4 | B. 3 | C. 2 | D. 1
170,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,4,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,C,: Em hãy chọn đáp án đúng nhất Số thích hợp điền vào ô trống là: 2 + 1 = 2 2 + 2 = 4 2 + 3 = 5 2 + 4 = 6 2 + 5 = 2 + 6 = 8 2 + 7 = 9,A. 2 | B. 5 | C. 7 | D. 8
171,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,1,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,C,: Em hãy chọn đáp án đúng nhất Kết quả của phép tính 2 + 1 là:,A. 1 | B. 2 | C. 3 | D. 4
172,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,2,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,B,: Em hãy chọn đáp án đúng nhất Kết quả của phép tính 5 + 3 là:,A. 7 | B. 8 | C. 5 | D. 3
173,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,3,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,A,: Em hãy chọn đáp án đúng nhất Phép tính có kết quả bằng 9 là:,A. 0 + 9 | B. 2 + 4 | C. 4 + 3 | D. 6 + 2
174,true,1,"Trắc nghiệm Bài 12: Bảng cộng, bảng trừ trong phạm vi 10",https://vietjack.com/toan-1-ket-noi/trac-nghiem-bai-12-bang-cong-bang-tru-trong-pham-vi-10.jsp,4,18,"Chủ đề 2: Phép cộng, phép trừ trong phạm vi 10",12. Phép trừ trong phạm vi 6,51,low_score|ambiguous_match,B,: Em hãy chọn đáp án đúng nhất Phép tính có kết quả bằng 4 là:,A. 3 + 2 | B. 2 + 2 | C. 4 + 1 | D. 6 + 1
